,Family,Plant,Code,Lat,Long,Site,Location,Plot,Collection,Date_Label,Date,Year,Plant_family,ID_Num,Order,Subfamily,Genus,Species,Gender,Morph,Count,Type,fltyp,flcol,Functional_group,Functional_group2,int1,int,Pl_ID,Pol_ID
324,Apidae,Lamium_album,SIP2_16.5_s3,51.638N,11.060E,Siptenfelde,SIP,2,2017,16.V.2027,5/16/2017,2017,Lamiaceae,s3,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,3,Sight,Lip,w,Bumblebee,Bumblebee,Bumblebee-Lamium_album,Bombus.terrestris.complex-Lamium_album,P_19,I_ 47
325,Apidae,Brassica_napus,HAR3_22.5_s8,51.854N,11.088E,Harsleben,HAR,3,2017,22.V.2025,5/22/2017,2017,Brassicaceae,s8,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,1,Sight,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_napus,Bombus.terrestris.complex-Brassica_napus,P_ 6,I_ 47
326,Apidae,Brassica_napus,WAN1_17.5_s2,52.094N,11.417E,Wanzleben,WAN,1,2017,17.V.2019,5/17/2017,2017,Brassicaceae,s2,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,9,Sight,DiskHN,g,Honeybee,Honeybee,Honeybee-Brassica_napus,Apis.mellifera-Brassica_napus,P_ 6,I_ 34
327,Apidae,Brassica_napus,GRE3_12.5_s7,51.619N,11.439E,Greifenhagen,GRE,3,2017,12.V.2024,5/12/2017,2017,Brassicaceae,s7,Hymenoptera,NA,Bombus,dark.form.complex,Queen,Bombus.dark.form.complex,1,Sight,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_napus,Bombus.dark.form.complex-Brassica_napus,P_ 6,I_ 39
328,Apidae,Brassica_nigra,WAN1_22.5_s13,52.094N,11.417E,Wanzleben,WAN,1,2017,22.V.2027,5/22/2017,2017,Brassicaceae,s13,Hymenoptera,NA,Bombus,red-tail.complex,NA,Bombus.red-tail.complex,5,Sight,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_nigra,Bombus.red-tail.complex-Brassica_nigra,P_ 7,I_ 45
329,Apidae,Brassica_napus,WAN3_17.5_03,52.083N,11.418E,Wanzleben,WAN,3,2017,17.V.2017,5/17/2017,2017,Brassicaceae,3,Hymenoptera,Nomadinae,Nomada,flavoguttata,male,Nomada.flavoguttata,1,Pin,DiskHN,g,Apidae,WildBee,Apidae-Brassica_napus,Nomada.flavoguttata-Brassica_napus,P_ 6,I_129
330,Apidae,Lamium_amplexicaule,FRI1_3.5_s6,51.621N,11.722E,Friedeburg,FRI,1,2017,3.V.2025,5/3/2017,2017,Lamiaceae,s6,Hymenoptera,NA,Bombus,pascuorum,Male,Bombus.pascuorum,1,Sight,Lip,pu,Bumblebee,Bumblebee,Bumblebee-Lamium_amplexicaule,Bombus.pascuorum-Lamium_amplexicaule,P_20,I_ 43
331,Apidae,Brassica_napus,WAN2_17.5_s9,52.092N,11.427E,Wanzleben,WAN,2,2017,17.V.2029,5/17/2017,2017,Brassicaceae,s9,Hymenoptera,NA,Bombus,red-tail.complex,NA,Bombus.red-tail.complex,3,Sight,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_napus,Bombus.red-tail.complex-Brassica_napus,P_ 6,I_ 45
332,Apidae,Lamium_album,GRE3_18.5_s3,51.619N,11.439E,Greifenhagen,GRE,3,2017,18.V.2021,5/18/2017,2017,Lamiaceae,s3,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,3,Sight,Lip,w,Bumblebee,Bumblebee,Bumblebee-Lamium_album,Bombus.terrestris.complex-Lamium_album,P_19,I_ 47
333,Apidae,Taraxacum_officinale,GRE3_20.4_01,51.619N,11.439E,Greifenhagen,GRE,3,2017,20.IV.2017,4/20/2017,2017,Asteraceae,1,Hymenoptera,Nomadinae,Nomada,goodeniana,female,Nomada.goodeniana,1,Pin,FlowerHead,g,Apidae,WildBee,Apidae-Taraxacum_officinale,Nomada.goodeniana-Taraxacum_officinale,P_40,I_131
334,Apidae,Brassica_napus,HAR4_22.5_s1,51.826N,11.067E,Harsleben,HAR,4,2017,22.V.2020,5/22/2017,2017,Brassicaceae,s1,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,11,Sight,DiskHN,g,Honeybee,Honeybee,Honeybee-Brassica_napus,Apis.mellifera-Brassica_napus,P_ 6,I_ 34
335,Apidae,Lamium_purpureum,GRE1_7.5_s2,51.624N,11.455E,Greifenhagen,GRE,1,2017,7.V.2020,5/7/2017,2017,Lamiaceae,s2,Hymenoptera,NA,Bombus,pascuorum,NA,Bombus.pascuorum,11,Sight,Lip,pu,Bumblebee,Bumblebee,Bumblebee-Lamium_purpureum,Bombus.pascuorum-Lamium_purpureum,P_21,I_ 43
336,Apidae,Lepidium_campestre,FRI1_21.5_s3,51.621N,11.722E,Friedeburg,FRI,1,2017,21.V.2018,5/21/2017,2017,Brassicaceae,s3,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,1,Sight,DiskHN,w,Honeybee,Honeybee,Honeybee-Lepidium_campestre,Apis.mellifera-Lepidium_campestre,P_23,I_ 34
337,Apidae,Crataegus_monogyna,HAR3_22.5_s1,51.854N,11.088E,Harsleben,HAR,3,2017,22.V.2021,5/22/2017,2017,Rosaceae,s1,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,20,Sight,DiskON,w,Honeybee,Honeybee,Honeybee-Crataegus_monogyna,Apis.mellifera-Crataegus_monogyna,P_ 9,I_ 34
338,Apidae,Prunus_cerasus,SST2_3.5_s1,51.377N,11.720E,Schafstaedt,SST,2,2017,3.V.2019,5/3/2017,2017,Rosaceae,s1,Hymenoptera,Nomadinae,Nomada,flava,NA,Nomada.flava,2,Sight,DiskHN,w,Apidae,WildBee,Apidae-Prunus_cerasus,Nomada.flava-Prunus_cerasus,P_27,I_128
339,Apidae,Taraxacum_officinale,SST3_12.5_07,51.354N,11.734E,Schafstaedt,SST,3,2017,12.V.2017,5/12/2017,2017,Asteraceae,7,Hymenoptera,Nomadinae,Nomada,lathburiana,female,Nomada.lathburiana,1,Pin,FlowerHead,g,Apidae,WildBee,Apidae-Taraxacum_officinale,Nomada.lathburiana-Taraxacum_officinale,P_40,I_132
340,Apidae,Lepidium_campestre,HAR1_22.5_s2,51.857N,11.071E,Harsleben,HAR,1,2017,22.V.2021,5/22/2017,2017,Brassicaceae,s2,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,1,Sight,DiskHN,w,Honeybee,Honeybee,Honeybee-Lepidium_campestre,Apis.mellifera-Lepidium_campestre,P_23,I_ 34
341,Apidae,Taraxacum_officinale,SIP3_16.5_s6,51.636N,11.054E,Siptenfelde,SIP,3,2017,16.V.2024,5/16/2017,2017,Asteraceae,s6,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,5,Sight,FlowerHead,g,Bumblebee,Bumblebee,Bumblebee-Taraxacum_officinale,Bombus.terrestris.complex-Taraxacum_officinale,P_40,I_ 47
342,Apidae,Crataegus_monogyna,FRI2_3.5_s7,51.623N,11.730E,Friedeburg,FRI,2,2017,3.V.2026,5/3/2017,2017,Rosaceae,s7,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,4,Sight,DiskON,w,Bumblebee,Bumblebee,Bumblebee-Crataegus_monogyna,Bombus.terrestris.complex-Crataegus_monogyna,P_ 9,I_ 47
343,Apidae,Brassica_napus,GRE1_28.4_s7,51.624N,11.455E,Greifenhagen,GRE,1,2017,28.IV.2024,4/28/2017,2017,Brassicaceae,s7,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,1,Sight,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_napus,Bombus.terrestris.complex-Brassica_napus,P_ 6,I_ 47
344,Apidae,Fumaria_officinalis,GRE1_12.5_s14,51.624N,11.455E,Greifenhagen,GRE,1,2017,12.V.2017,5/12/2017,2017,Fumariaceae,s14,Hymenoptera,NA,Bombus,pascuorum,NA,Bombus.pascuorum,1,Sight,FlagBlossoms,pu,Bumblebee,Bumblebee,Bumblebee-Fumaria_officinalis,Bombus.pascuorum-Fumaria_officinalis,P_16,I_ 43
345,Apidae,Ribes_aureum,SST1_28.4_s3,51.381N,11.717E,Schafstaedt,SST,1,2017,28.IV.2019,4/28/2017,2017,Grossulariaceae,s3,Hymenoptera,NA,Bombus,terrestris.complex,Queen,Bombus.terrestris.complex,1,Sight,Bell,g,Bumblebee,Bumblebee,Bumblebee-Ribes_aureum,Bombus.terrestris.complex-Ribes_aureum,P_32,I_ 47
346,Apidae,Capsella_bursa-pastoris,GRE1_12.5_05,51.624N,11.455E,Greifenhagen,GRE,1,2017,12.V.2017,5/12/2017,2017,Brassicaceae,5,Hymenoptera,Nomadinae,Nomada,ruficornis,male,Nomada.ruficornis,1,Pin,DiskHN,w,Apidae,WildBee,Apidae-Capsella_bursa-pastoris,Nomada.ruficornis-Capsella_bursa-pastoris,P_ 8,I_135
347,Apidae,Lamium_purpureum,GRE1_7.5_s3,51.624N,11.455E,Greifenhagen,GRE,1,2017,7.V.2018,5/7/2017,2017,Lamiaceae,s3,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,6,Sight,Lip,pu,Honeybee,Honeybee,Honeybee-Lamium_purpureum,Apis.mellifera-Lamium_purpureum,P_21,I_ 34
348,Apidae,Lamium_purpureum,GRE1_7.5_12,51.624N,11.455E,Greifenhagen,GRE,1,2017,7.V.2019,5/7/2017,2017,Lamiaceae,12,Hymenoptera,NA,Bombus,pascuorum,female,Bombus.pascuorum,1,Pin,Lip,pu,Bumblebee,Bumblebee,Bumblebee-Lamium_purpureum,Bombus.pascuorum-Lamium_purpureum,P_21,I_ 43
349,Apidae,Taraxacum_officinale,SIP2_16.5_s13,51.638N,11.060E,Siptenfelde,SIP,2,2017,16.V.2022,5/16/2017,2017,Asteraceae,s13,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,2,Sight,FlowerHead,g,Honeybee,Honeybee,Honeybee-Taraxacum_officinale,Apis.mellifera-Taraxacum_officinale,P_40,I_ 34
350,Apidae,Taraxacum_officinale,GRE1_7.5_17,51.624N,11.455E,Greifenhagen,GRE,1,2017,7.V.2024,5/7/2017,2017,Asteraceae,17,Hymenoptera,Nomadinae,Nomada,goodeniana,male,Nomada.goodeniana,1,Pin,FlowerHead,g,Apidae,WildBee,Apidae-Taraxacum_officinale,Nomada.goodeniana-Taraxacum_officinale,P_40,I_131
351,Apidae,Brassica_napus,GRE4_12.5_s3,51.645N,11.439E,Greifenhagen,GRE,4,2017,12.V.2018,5/12/2017,2017,Brassicaceae,s3,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,1,Sight,DiskHN,g,Honeybee,Honeybee,Honeybee-Brassica_napus,Apis.mellifera-Brassica_napus,P_ 6,I_ 34
352,Apidae,Taraxacum_officinale,SST3_12.5_05,51.354N,11.734E,Schafstaedt,SST,3,2017,12.V.2017,5/12/2017,2017,Asteraceae,5,Hymenoptera,Nomadinae,Nomada,goodeniana,male,Nomada.goodeniana,1,Pin,FlowerHead,g,Apidae,WildBee,Apidae-Taraxacum_officinale,Nomada.goodeniana-Taraxacum_officinale,P_40,I_131
353,Apidae,Brassica_napus,SST2_21.5_04,51.377N,11.720E,Schafstaedt,SST,2,2017,21.V.2017,5/21/2017,2017,Brassicaceae,4,Hymenoptera,Nomadinae,Nomada,goodeniana,female,Nomada.goodeniana,1,Pin,DiskHN,g,Apidae,WildBee,Apidae-Brassica_napus,Nomada.goodeniana-Brassica_napus,P_ 6,I_131
354,Apidae,Brassica_napus,GRE1_23.5_s4,51.624N,11.455E,Greifenhagen,GRE,1,2017,23.V.2018,5/23/2017,2017,Brassicaceae,s4,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,3,Sight,DiskHN,g,Honeybee,Honeybee,Honeybee-Brassica_napus,Apis.mellifera-Brassica_napus,P_ 6,I_ 34
355,Apidae,Thlaspi_arvense,HAR4_11.5_s6,51.826N,11.067E,Harsleben,HAR,4,2017,11.V.2017,5/11/2017,2017,Brassicaceae,s6,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,1,Sight,DiskHN,w,Honeybee,Honeybee,Honeybee-Thlaspi_arvense,Apis.mellifera-Thlaspi_arvense,P_41,I_ 34
356,Apidae,Taraxacum_officinale,WAN3_26.4_13,52.083N,11.418E,Wanzleben,WAN,3,2017,26.IV.2017,4/26/2017,2017,Asteraceae,13,Hymenoptera,Nomadinae,Nomada,fabriciana,female,Nomada.fabriciana,1,Pin,FlowerHead,g,Apidae,WildBee,Apidae-Taraxacum_officinale,Nomada.fabriciana-Taraxacum_officinale,P_40,I_127
357,Apidae,Senecio_jacobaea,HAR3_16.5_04,51.854N,11.088E,Harsleben,HAR,3,2017,16.V.2017,5/16/2017,2017,Asteraceae,4,Hymenoptera,Nomadinae,Nomada,lathburiana,female,Nomada.lathburiana,1,Pin,FlowerHead,g,Apidae,WildBee,Apidae-Senecio_jacobaea,Nomada.lathburiana-Senecio_jacobaea,P_34,I_132
358,Apidae,Prunus_cerasus,SST1_3.5_s1,51.381N,11.717E,Schafstaedt,SST,1,2017,3.V.2018,5/3/2017,2017,Rosaceae,s1,Hymenoptera,Nomadinae,Nomada,panzeri,NA,Nomada.panzeri,10,Sight,DiskHN,w,Apidae,WildBee,Apidae-Prunus_cerasus,Nomada.panzeri-Prunus_cerasus,P_27,I_134
359,Apidae,Prunus_cerasus,SST1_3.5_09,51.381N,11.717E,Schafstaedt,SST,1,2017,3.V.2017,5/3/2017,2017,Rosaceae,9,Hymenoptera,Nomadinae,Nomada,panzeri,male,Nomada.panzeri,1,Pin,DiskHN,w,Apidae,WildBee,Apidae-Prunus_cerasus,Nomada.panzeri-Prunus_cerasus,P_27,I_134
360,Apidae,Lepidium_campestre,GRE1_7.5_s5,51.624N,11.455E,Greifenhagen,GRE,1,2017,7.V.2023,5/7/2017,2017,Brassicaceae,s5,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,1,Sight,DiskHN,w,Bumblebee,Bumblebee,Bumblebee-Lepidium_campestre,Bombus.terrestris.complex-Lepidium_campestre,P_23,I_ 47
361,Apidae,Sorbus_aucuparia,WAN1_17.5_s8,52.094N,11.417E,Wanzleben,WAN,1,2017,17.V.2024,5/17/2017,2017,Rosaceae,s8,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,3,Sight,DiskHN,w,Bumblebee,Bumblebee,Bumblebee-Sorbus_aucuparia,Bombus.terrestris.complex-Sorbus_aucuparia,P_36,I_ 47
362,Apidae,Sorbus_aucuparia,WAN1_17.5_s7,52.094N,11.417E,Wanzleben,WAN,1,2017,17.V.2020,5/17/2017,2017,Rosaceae,s7,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,7,Sight,DiskHN,w,Honeybee,Honeybee,Honeybee-Sorbus_aucuparia,Apis.mellifera-Sorbus_aucuparia,P_36,I_ 34
363,Apidae,Brassica_nigra,FRI1_21.5_01,51.621N,11.722E,Friedeburg,FRI,1,2017,21.V.2017,5/21/2017,2017,Brassicaceae,1,Hymenoptera,Nomadinae,Nomada,goodeniana,female,Nomada.goodeniana,1,Pin,DiskHN,g,Apidae,WildBee,Apidae-Brassica_nigra,Nomada.goodeniana-Brassica_nigra,P_ 7,I_131
364,Apidae,Lamium_purpureum,GRE1_7.5_s4,51.624N,11.455E,Greifenhagen,GRE,1,2017,7.V.2022,5/7/2017,2017,Lamiaceae,s4,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,2,Sight,Lip,pu,Bumblebee,Bumblebee,Bumblebee-Lamium_purpureum,Bombus.terrestris.complex-Lamium_purpureum,P_21,I_ 47
365,Apidae,Lycium_barbarum,WAN1_17.5_s12,52.094N,11.417E,Wanzleben,WAN,1,2017,17.V.2022,5/17/2017,2017,Solanaceae,s12,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,2,Sight,StalkDisk,pu,Bumblebee,Bumblebee,Bumblebee-Lycium_barbarum,Bombus.terrestris.complex-Lycium_barbarum,P_24,I_ 47
366,Apidae,Lycium_barbarum,WAN1_17.5_s13,52.094N,11.417E,Wanzleben,WAN,1,2017,17.V.2018,5/17/2017,2017,Solanaceae,s13,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,2,Sight,StalkDisk,pu,Honeybee,Honeybee,Honeybee-Lycium_barbarum,Apis.mellifera-Lycium_barbarum,P_24,I_ 34
367,Apidae,Brassica_napus,SIP3_23.5_s1,51.636N,11.054E,Siptenfelde,SIP,3,2017,23.V.2018,5/23/2017,2017,Brassicaceae,s1,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,3,Sight,DiskHN,g,Honeybee,Honeybee,Honeybee-Brassica_napus,Apis.mellifera-Brassica_napus,P_ 6,I_ 34
368,Apidae,Brassica_napus,GRE1_18.5_s2,51.624N,11.455E,Greifenhagen,GRE,1,2017,18.V.2019,5/18/2017,2017,Brassicaceae,s2,Hymenoptera,NA,Bombus,dark.form.complex,NA,Bombus.dark.form.complex,2,Sight,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_napus,Bombus.dark.form.complex-Brassica_napus,P_ 6,I_ 39
369,Apidae,Lamium_amplexicaule,GRE1_7.5_08,51.624N,11.455E,Greifenhagen,GRE,1,2017,7.V.2017,5/7/2017,2017,Lamiaceae,8,Hymenoptera,NA,Anthophora,plumipes,female,Anthophora.plumipes,1,Pin,Lip,pu,Apidae,WildBee,Apidae-Lamium_amplexicaule,Anthophora.plumipes-Lamium_amplexicaule,P_20,I_ 33
370,Apidae,Muscari_botryoides,GRE2_20.4_s1,51.621N,11.457E,Greifenhagen,GRE,2,2017,20.IV.2017,4/20/2017,2017,Boraginaceae,s1,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,1,Sight,Bell,b,Bumblebee,Bumblebee,Bumblebee-Muscari_botryoides,Bombus.terrestris.complex-Muscari_botryoides,P_25,I_ 47
371,Apidae,Taraxacum_officinale,GRE3_12.5_04,51.619N,11.439E,Greifenhagen,GRE,3,2017,12.V.2021,5/12/2017,2017,Asteraceae,4,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,1,Pin,FlowerHead,g,Honeybee,Honeybee,Honeybee-Taraxacum_officinale,Apis.mellifera-Taraxacum_officinale,P_40,I_ 34
372,Apidae,Taraxacum_officinale,SST3_3.5_04,51.354N,11.734E,Schafstaedt,SST,3,2017,3.V.2021,5/3/2017,2017,Asteraceae,4,Hymenoptera,Nomadinae,Nomada,goodeniana,male,Nomada.goodeniana,1,Pin,FlowerHead,g,Apidae,WildBee,Apidae-Taraxacum_officinale,Nomada.goodeniana-Taraxacum_officinale,P_40,I_131
373,Apidae,Prunus_avium,FRI1_20.4_s1,51.621N,11.722E,Friedeburg,FRI,1,2017,20.IV.2018,4/20/2017,2017,Rosaceae,s1,Hymenoptera,NA,Bombus,terrestris.complex,Queen,Bombus.terrestris.complex,5,Sight,DiskHN,w,Bumblebee,Bumblebee,Bumblebee-Prunus_avium,Bombus.terrestris.complex-Prunus_avium,P_26,I_ 47
374,Apidae,Brassica_napus,FRI2_21.5_19,51.623N,11.730E,Friedeburg,FRI,2,2017,21.V.2017,5/21/2017,2017,Brassicaceae,19,Hymenoptera,NA,Bombus,lapidarius,female,Bombus.lapidarius,1,Pin,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_napus,Bombus.lapidarius-Brassica_napus,P_ 6,I_ 42
375,Apidae,Lamium_purpureum,GRE1_20.4_s3,51.624N,11.455E,Greifenhagen,GRE,1,2017,20.IV.2020,4/20/2017,2017,Lamiaceae,s3,Hymenoptera,NA,Bombus,terrestris.complex,Queen,Bombus.terrestris.complex,1,Sight,Lip,pu,Bumblebee,Bumblebee,Bumblebee-Lamium_purpureum,Bombus.terrestris.complex-Lamium_purpureum,P_21,I_ 47
376,Apidae,Crataegus_monogyna,GRE4_23.5_s3,51.645N,11.439E,Greifenhagen,GRE,4,2017,23.V.2022,5/23/2017,2017,Rosaceae,s3,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,2,Sight,DiskON,w,Honeybee,Honeybee,Honeybee-Crataegus_monogyna,Apis.mellifera-Crataegus_monogyna,P_ 9,I_ 34
377,Apidae,Prunus_avium,FRI2_20.4_s2,51.623N,11.730E,Friedeburg,FRI,2,2017,20.IV.2018,4/20/2017,2017,Rosaceae,s2,Hymenoptera,NA,Bombus,terrestris.complex,Queen,Bombus.terrestris.complex,1,Sight,DiskHN,w,Bumblebee,Bumblebee,Bumblebee-Prunus_avium,Bombus.terrestris.complex-Prunus_avium,P_26,I_ 47
378,Apidae,Taraxacum_officinale,GRE1_12.5_s16,51.624N,11.455E,Greifenhagen,GRE,1,2017,12.V.2017,5/12/2017,2017,Asteraceae,s16,Hymenoptera,NA,Bombus,pascuorum,NA,Bombus.pascuorum,1,Sight,FlowerHead,g,Bumblebee,Bumblebee,Bumblebee-Taraxacum_officinale,Bombus.pascuorum-Taraxacum_officinale,P_40,I_ 43
379,Apidae,Prunus_avium,FRI1_3.5_s4,51.621N,11.722E,Friedeburg,FRI,1,2017,3.V.2023,5/3/2017,2017,Rosaceae,s4,Hymenoptera,NA,Bombus,pascuorum,NA,Bombus.pascuorum,2,Sight,DiskHN,w,Bumblebee,Bumblebee,Bumblebee-Prunus_avium,Bombus.pascuorum-Prunus_avium,P_26,I_ 43
380,Apidae,Prunus_avium,FRI2_20.4_s1,51.623N,11.730E,Friedeburg,FRI,2,2017,20.IV.2017,4/20/2017,2017,Rosaceae,s1,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,2,Sight,DiskHN,w,Bumblebee,Bumblebee,Bumblebee-Prunus_avium,Bombus.terrestris.complex-Prunus_avium,P_26,I_ 47
381,Apidae,Lepidium_campestre,WAN1_26.4_13,52.094N,11.417E,Wanzleben,WAN,1,2017,26.IV.2017,4/26/2017,2017,Brassicaceae,13,Hymenoptera,Nomadinae,Nomada,goodeniana,male,Nomada.goodeniana,1,Pin,DiskHN,w,Apidae,WildBee,Apidae-Lepidium_campestre,Nomada.goodeniana-Lepidium_campestre,P_23,I_131
382,Apidae,Lamium_purpureum,GRE1_28.4_s4,51.624N,11.455E,Greifenhagen,GRE,1,2017,28.IV.2021,4/28/2017,2017,Lamiaceae,s4,Hymenoptera,NA,Bombus,pascuorum,NA,Bombus.pascuorum,4,Sight,Lip,pu,Bumblebee,Bumblebee,Bumblebee-Lamium_purpureum,Bombus.pascuorum-Lamium_purpureum,P_21,I_ 43
383,Apidae,Brassica_napus,WAN2_10.5_s12,52.092N,11.427E,Wanzleben,WAN,2,2017,10.V.2024,5/10/2017,2017,Brassicaceae,s12,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,5,Sight,DiskHN,g,Honeybee,Honeybee,Honeybee-Brassica_napus,Apis.mellifera-Brassica_napus,P_ 6,I_ 34
384,Apidae,Brassica_napus,HAR4_11.5_s3,51.826N,11.067E,Harsleben,HAR,4,2017,11.V.2017,5/11/2017,2017,Brassicaceae,s3,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,5,Sight,DiskHN,g,Honeybee,Honeybee,Honeybee-Brassica_napus,Apis.mellifera-Brassica_napus,P_ 6,I_ 34
385,Apidae,Fumaria_officinalis,WAN3_22.5_s8,52.083N,11.418E,Wanzleben,WAN,3,2017,22.V.2029,5/22/2017,2017,Fumariaceae,s8,Hymenoptera,NA,Bombus,pascuorum,NA,Bombus.pascuorum,2,Sight,FlagBlossoms,pu,Bumblebee,Bumblebee,Bumblebee-Fumaria_officinalis,Bombus.pascuorum-Fumaria_officinalis,P_16,I_ 43
386,Apidae,Taraxacum_officinale,GRE3_12.5_s8,51.619N,11.439E,Greifenhagen,GRE,3,2017,12.V.2023,5/12/2017,2017,Asteraceae,s8,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,3,Sight,FlowerHead,g,Honeybee,Honeybee,Honeybee-Taraxacum_officinale,Apis.mellifera-Taraxacum_officinale,P_40,I_ 34
387,Apidae,Brassica_napus,SST2_21.5_s2,51.377N,11.720E,Schafstaedt,SST,2,2017,21.V.2022,5/21/2017,2017,Brassicaceae,s2,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,1,Sight,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_napus,Bombus.terrestris.complex-Brassica_napus,P_ 6,I_ 47
388,Apidae,Salvia_pratensis,HAR1_22.5_s13,51.857N,11.071E,Harsleben,HAR,1,2017,22.V.2027,5/22/2017,2017,Lamiaceae,s13,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,1,Sight,Lip,b,Bumblebee,Bumblebee,Bumblebee-Salvia_pratensis,Bombus.terrestris.complex-Salvia_pratensis,P_33,I_ 47
389,Apidae,Crataegus_monogyna,WAN3_17.5_s6,52.083N,11.418E,Wanzleben,WAN,3,2017,17.V.2022,5/17/2017,2017,Rosaceae,s6,Hymenoptera,NA,Apis,mellifera,female,Apis.mellifera,6,Sight,DiskON,w,Honeybee,Honeybee,Honeybee-Crataegus_monogyna,Apis.mellifera-Crataegus_monogyna,P_ 9,I_ 34
390,Apidae,Taraxacum_officinale,SIP2_26.4_s1,51.638N,11.060E,Siptenfelde,SIP,2,2017,26.IV.2018,4/26/2017,2017,Asteraceae,s1,Hymenoptera,NA,Bombus,terrestris.complex,Queen,Bombus.terrestris.complex,8,Sight,FlowerHead,g,Bumblebee,Bumblebee,Bumblebee-Taraxacum_officinale,Bombus.terrestris.complex-Taraxacum_officinale,P_40,I_ 47
391,Apidae,Brassica_napus,GRE1_12.5_s2,51.624N,11.455E,Greifenhagen,GRE,1,2017,12.V.2017,5/12/2017,2017,Brassicaceae,s2,Hymenoptera,NA,Bombus,red-tail.complex,NA,Bombus.red-tail.complex,1,Sight,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_napus,Bombus.red-tail.complex-Brassica_napus,P_ 6,I_ 45
392,Apidae,Taraxacum_officinale,HAR2_26.4_01,51.838N,11.058E,Harsleben,HAR,2,2017,26.IV.2017,4/26/2017,2017,Asteraceae,1,Hymenoptera,Nomadinae,Nomada,bifasciata,female,Nomada.bifasciata,1,Pin,FlowerHead,g,Apidae,WildBee,Apidae-Taraxacum_officinale,Nomada.bifasciata-Taraxacum_officinale,P_40,I_126
393,Apidae,Brassica_napus,SIP3_10.5_s8,51.636N,11.054E,Siptenfelde,SIP,3,2017,10.V.2026,5/10/2017,2017,Brassicaceae,s8,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,6,Sight,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_napus,Bombus.terrestris.complex-Brassica_napus,P_ 6,I_ 47
394,Apidae,Brassica_napus,WAN2_17.5_s10,52.092N,11.427E,Wanzleben,WAN,2,2017,17.V.2030,5/17/2017,2017,Brassicaceae,s10,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,1,Sight,DiskHN,g,Bumblebee,Bumblebee,Bumblebee-Brassica_napus,Bombus.terrestris.complex-Brassica_napus,P_ 6,I_ 47
395,Apidae,Lamium_purpureum,SIP3_16.5_s2,51.636N,11.054E,Siptenfelde,SIP,3,2017,16.V.2022,5/16/2017,2017,Lamiaceae,s2,Hymenoptera,NA,Bombus,terrestris.complex,NA,Bombus.terrestris.complex,3,Sight,Lip,pu,Bumblebee,Bumblebee,Bumblebee-Lamium_purpureum,Bombus.terrestris.complex-Lamium_purpureum,P_21,I_ 47
